Prediction _compress,Labels,Entropy,Binary_Labels
8,8,1.256202207,1
0,0,1.779896642,1
3,7,2.157728633,0
7,7,0.000896469,1
1,1,0.284136405,1
7,7,0.000823525,1
4,4,0.620480658,1
0,0,0.123471665,1
3,2,2.162416602,0
2,2,0.025144887,1
6,6,0.059669626,1
1,1,0.07249736,1
3,5,1.250302408,0
9,9,0.00131329,1
7,7,0.073977624,1
6,6,0.428335648,1
2,2,1.477786979,1
7,7,0.536278475,1
0,0,0.592643209,1
3,5,1.072412703,0
6,6,0.141605528,1
0,0,1.159167184,1
1,1,4.86E-05,1
1,1,0.000154487,1
8,8,0.89948989,1
3,4,1.62726048,0
5,5,1.897722314,1
0,3,1.193017958,0
1,1,0.110027704,1
2,2,1.675191355,1
6,4,1.158619381,0
8,8,0.108761361,1
0,9,1.136855125,0
8,8,1.937543945,1
1,1,0.008843097,1
3,7,1.634867801,0
2,2,0.196811037,1
7,7,0.168289232,1
2,2,1.332165532,1
6,3,1.487550788,0
6,2,1.539154581,0
6,6,0.135159727,1
2,7,2.753074986,0
9,9,0.000453262,1
4,4,1.037915207,1
0,0,0.610827,1
1,1,0.001033156,1
0,0,0.04026456,1
4,4,1.417133375,1
5,5,1.345100295,1
0,0,0.00073575,1
8,8,1.276677107,1
0,0,0.742366758,1
9,7,1.59232428,0
6,6,0.97116695,1
1,1,0.129979551,1
8,0,0.250359589,0
8,8,0.015098849,1
5,5,0.187800166,1
9,9,0.019713839,1
2,2,1.298357925,1
5,5,0.659895161,1
4,4,2.252349622,1
7,4,2.166360605,0
9,9,0.046768742,1
9,0,1.632578334,0
6,6,0.034038605,1
1,1,0.008513079,1
2,2,0.594572593,1
5,5,1.696581094,1
1,1,0.988682049,1
6,6,0.411319491,1
0,7,2.805725072,0
1,1,0.057279187,1
2,5,0.42987596,0
8,8,0.299247586,1
8,8,0.033021421,1
0,0,0.246388,1
3,3,1.362025912,1
9,9,0.004201411,1
6,4,2.060708383,0
2,0,1.438942099,0
6,3,0.073691971,0
4,4,1.052234533,1
9,9,0.000960675,1
2,2,0.454500428,1
6,4,1.636363285,0
3,3,0.360613031,1
0,0,0.164118744,1
6,6,0.222917057,1
6,4,0.068734648,0
6,5,0.958413064,0
6,6,0.21830762,1
6,6,0.685149477,1
7,7,0.343349646,1
8,8,0.006920338,1
3,4,2.009029628,0
8,8,1.027000266,1
8,8,1.716277143,1
3,3,1.777768573,1
2,2,1.42561175,1
8,8,1.152080462,1
0,0,1.767695501,1
2,2,0.270994458,1
3,5,1.230438057,0
6,6,0.068741535,1
8,8,0.038603646,1
7,7,0.308745878,1
8,8,0.005935029,1
9,9,0.521317899,1
9,9,0.057930216,1
0,0,0.861888986,1
2,6,1.338652295,0
6,6,0.052439292,1
8,8,0.018597393,1
1,1,0.051967018,1
1,1,9.87E-07,1
0,7,1.989465385,0
6,4,1.907710094,0
6,4,1.127470962,0
2,2,0.78540528,1
6,3,0.487222388,0
6,6,0.000881721,1
9,9,0.762177945,1
6,6,0.750426532,1
2,2,0.186191501,1
5,4,0.788289132,0
1,1,0.000179577,1
8,8,0.00924917,1
6,2,1.455919413,0
4,3,1.58412849,0
6,1,2.208937361,0
3,6,1.673283536,0
8,8,0.091971985,1
6,6,0.011811909,1
8,8,0.225174274,1
5,5,0.857338257,1
9,9,0.009156965,1
2,0,0.878847527,0
1,1,0.000379705,1
9,0,2.185644463,0
2,2,1.332864512,1
9,9,0.046980761,1
2,2,1.174668914,1
9,9,0.008051494,1
2,0,1.140757993,0
9,9,0.024247532,1
7,7,0.447615617,1
8,8,0.021695876,1
6,5,1.157473449,0
0,0,1.447564309,1
6,6,0.338062953,1
6,6,1.21788125,1
8,8,0.246758196,1
1,1,0.111489652,1
6,6,0.039820627,1
5,5,1.417201427,1
8,8,0.131283805,1
7,7,0.990018753,1
1,9,0.99771817,0
2,2,2.525096803,1
1,1,2.00E-05,1
6,6,0.02327015,1
7,7,1.717163368,1
5,5,0.710219734,1
6,6,0.141295985,1
3,3,0.730466277,1
0,0,0.19057137,1
9,9,0.435463808,1
8,8,0.004147661,1
9,9,0.138548343,1
3,5,2.322113114,0
8,9,0.359318081,0
9,9,0.375983832,1
9,9,0.944697232,1
3,3,1.130886581,1
6,6,2.056683555,1
6,4,0.828537559,0
6,4,2.031317991,0
8,8,1.048623209,1
8,8,0.396679713,1
1,1,0.012463126,1
7,7,1.315148982,1
3,3,2.082996582,1
2,0,1.937101114,0
6,6,1.433371706,1
1,2,1.373954089,0
4,4,0.8095198,1
1,8,0.227824828,0
2,2,0.294025153,1
2,2,0.031905856,1
9,9,1.194118414,1
2,2,1.52178537,1
2,2,0.045741666,1
1,9,0.729639687,0
7,7,0.271470242,1
3,4,1.356640676,0
1,1,0.894825574,1
9,9,1.218400413,1
1,1,0.003538822,1
4,4,2.119790737,1
3,3,0.239173499,1
2,5,2.167486883,0
4,3,1.934570872,0
8,8,0.003468376,1
9,9,0.179917572,1
3,3,1.519289614,1
6,6,0.882924813,1
2,2,0.474741654,1
1,0,0.016736792,0
7,8,2.479670604,0
9,9,0.788861769,1
0,0,1.850354488,1
5,5,1.442203257,1
1,1,0.025944916,1
6,5,1.511563858,0
8,8,1.56652548,1
2,2,1.028349906,1
1,1,1.85E-06,1
2,2,1.490217783,1
3,3,1.120895054,1
2,2,0.150634427,1
4,4,1.247045525,1
8,8,0.013068155,1
6,4,1.429919181,0
6,0,1.472093954,0
6,6,0.365791705,1
6,4,0.516753661,0
2,2,1.414467536,1
9,9,0.011018229,1
8,8,0.157719595,1
7,4,1.456298239,0
7,7,0.036850497,1
6,6,0.706198021,1
2,2,2.344710463,1
6,4,0.92830465,0
7,7,0.219047697,1
7,7,1.756700891,1
6,6,0.012377776,1
4,4,1.677231441,1
2,2,0.090735973,1
2,2,0.115530571,1
3,3,1.107328754,1
2,2,1.013589022,1
5,4,2.119792304,0
5,9,2.068993545,0
0,0,0.068678822,1
3,0,1.762255647,0
1,9,0.767827491,0
6,6,0.050499728,1
3,5,1.674524211,0
8,8,0.021460818,1
4,5,1.800175266,0
2,2,0.253083458,1
4,4,1.321454078,1
8,8,0.822800181,1
8,8,0.363119259,1
3,6,1.39069595,0
0,4,0.57874991,0
5,5,0.532696712,1
7,7,0.001501226,1
6,6,0.006635951,1
3,3,1.604106572,1
5,7,2.54366524,0
0,0,0.01530548,1
6,4,0.976510077,0
0,0,1.541671447,1
3,5,2.404943567,0
8,8,0.009805454,1
7,2,1.656825631,0
8,8,0.099130234,1
0,0,1.093043556,1
4,4,1.087172697,1
9,9,1.253140245,1
2,2,1.739170834,1
3,3,1.415266542,1
3,6,1.905678618,0
8,8,0.587429594,1
1,1,2.75E-06,1
6,6,0.178925445,1
0,0,1.300460641,1
8,8,1.484633784,1
7,4,0.861213881,0
3,3,0.330449989,1
1,1,0.002204568,1
4,4,1.27926922,1
3,5,1.477579496,0
2,2,0.115319839,1
6,4,2.221934201,0
3,3,0.909370798,1
2,6,1.719120715,0
0,0,0.399522586,1
7,7,0.03153699,1
1,1,0.007555133,1
3,3,1.139353589,1
5,5,0.751328249,1
7,7,1.298932903,1
1,1,0.00244391,1
8,8,0.001200241,1
2,0,1.106626861,0
4,4,2.304821913,1
8,8,0.378602374,1
2,2,1.534110223,1
7,7,1.251174509,1
7,7,0.110661939,1
0,0,0.798470054,1
6,2,0.600492945,0
6,2,1.217431926,0
4,4,0.857157859,1
3,3,0.94550061,1
6,3,2.301062783,0
1,1,0.375301037,1
6,6,0.669467124,1
1,1,0.002178709,1
6,6,0.292381911,1
4,4,1.632845542,1
6,6,0.005806516,1
7,7,0.47958543,1
6,4,1.134065131,0
2,7,1.027367255,0
3,3,1.086261862,1
8,8,0.520344401,1
1,1,0.001778127,1
2,3,1.762229421,0
1,1,0.001125107,1
7,4,1.394974146,0
6,6,1.169633594,1
2,5,2.467400208,0
2,5,0.455789407,0
7,7,0.019574203,1
4,4,1.654065034,1
5,5,1.081607037,1
4,4,0.787092097,1
9,9,0.005481562,1
7,7,0.508109337,1
7,7,0.357164256,1
2,2,0.299501995,1
3,3,1.402427164,1
3,3,0.638735945,1
6,6,1.529066793,1
7,7,0.123779653,1
2,4,1.919555028,0
1,1,0.017767552,1
6,6,0.232061007,1
1,1,0.003079381,1
2,0,0.937383503,0
6,6,0.166140185,1
9,9,0.171436395,1
6,6,0.329845755,1
0,0,0.920863375,1
6,2,1.212417556,0
0,0,0.566201992,1
6,2,1.328801472,0
6,4,1.049717296,0
7,7,0.33684751,1
0,0,0.595060616,1
6,0,1.288337975,0
0,0,0.004427567,1
0,0,0.602272262,1
7,7,0.00384588,1
5,5,0.071461921,1
3,3,1.233977821,1
2,2,2.34193664,1
7,7,0.007338994,1
8,8,0.188595136,1
3,5,1.273292049,0
3,5,1.076184731,0
2,2,1.8613266,1
2,2,0.381534112,1
8,8,0.499021404,1
9,9,0.00127056,1
1,1,3.47E-05,1
6,2,1.30704173,0
2,2,1.223998854,1
0,0,0.590845388,1
3,3,0.207834374,1
2,4,1.624862771,0
9,9,0.057190348,1
1,1,0.057911707,1
6,6,0.438286783,1
9,9,0.496279848,1
0,0,1.819611359,1
0,8,0.48272101,0
3,3,0.396485643,1
6,6,0.421093291,1
6,4,2.028248818,0
6,6,2.095913443,1
7,7,0.10553353,1
5,5,1.300943506,1
1,1,0.011975887,1
8,8,0.0048497,1
0,9,1.595924243,0
0,0,0.005043402,1
2,5,2.055491362,0
0,0,1.607626972,1
2,5,2.410142635,0
3,4,1.545493987,0
3,3,0.140838508,1
0,8,2.543524501,0
6,5,2.190536043,0
2,2,0.434716912,1
0,0,0.917671046,1
8,8,0.013814318,1
5,5,1.05206958,1
9,9,0.002952758,1
2,2,0.340334331,1
3,5,1.280571871,0
6,6,0.110618651,1
5,5,0.280596046,1
7,7,0.001063737,1
4,3,1.168570536,0
7,7,0.021872011,1
2,2,0.684092908,1
1,8,0.745249963,0
1,8,1.272361183,0
6,4,1.745561073,0
2,2,0.034085785,1
1,1,0.011042832,1
6,6,0.877902954,1
2,2,0.621593568,1
9,9,0.00045218,1
9,9,0.688649024,1
8,8,0.11916209,1
2,2,0.342783477,1
8,3,2.408325588,0
1,1,2.71E-06,1
0,0,0.085260927,1
5,5,0.11342511,1
2,2,0.605530344,1
3,3,1.511514273,1
7,7,0.00363093,1
9,9,0.36132538,1
7,5,1.606051862,0
9,9,0.463318235,1
1,1,0.012028826,1
1,1,0.000208045,1
3,3,0.645170271,1
2,2,1.412085259,1
7,7,0.445806817,1
7,4,1.823079485,0
4,4,1.332818013,1
1,1,8.42E-06,1
9,9,0.208070967,1
4,4,0.848171613,1
3,5,0.967029226,0
5,5,1.034105292,1
3,2,2.358863509,0
2,7,0.230679124,0
7,7,1.675478352,1
6,6,0.863661662,1
1,1,0.165265497,1
3,2,1.530231124,0
3,3,0.216249937,1
7,7,0.70530624,1
5,5,1.471148453,1
7,4,0.429327957,0
2,3,2.16245993,0
7,7,0.021884192,1
7,7,1.729706021,1
3,0,2.521121503,0
3,0,1.99459514,0
1,1,0.056980825,1
4,4,1.770798198,1
4,4,1.59533326,1
3,3,0.791499468,1
0,7,1.816489194,0
9,9,0.008278272,1
8,8,0.00648353,1
7,7,0.014942622,1
0,0,0.01172153,1
9,9,0.053676757,1
0,0,1.484561126,1
3,3,1.141742193,1
7,7,0.045815806,1
6,6,0.315215525,1
5,3,1.102221552,0
8,8,0.077372572,1
6,4,0.448115012,0
5,5,0.286214242,1
6,6,0.024151223,1
5,5,0.257345786,1
7,3,0.653064451,0
4,4,0.550713055,1
2,2,1.915413052,1
9,9,2.540413974,1
2,2,1.996400534,1
6,4,1.984793463,0
9,9,0.124839341,1
2,2,1.576626841,1
0,0,0.408239274,1
1,1,0.00171666,1
1,1,0.96917014,1
3,3,2.012660589,1
7,7,0.183882621,1
9,9,0.000496547,1
6,5,0.695786703,0
1,1,5.94E-05,1
6,6,0.075001134,1
0,0,2.455952711,1
5,3,1.533615832,0
3,3,0.385839839,1
7,7,0.003878111,1
6,2,1.09648461,0
4,4,0.952348219,1
5,5,0.735278055,1
2,2,0.384925844,1
3,3,2.136233869,1
6,6,0.012998928,1
9,3,0.579094561,0
3,3,1.068101831,1
0,0,0.01928796,1
4,4,1.507507933,1
3,4,2.676463413,0
6,3,2.430927517,0
8,8,0.000130415,1
1,1,0.002160105,1
2,2,0.198670827,1
3,3,1.145116665,1
2,2,1.144048558,1
5,7,2.231425545,0
8,1,1.99746722,0
3,4,1.946966709,0
2,5,1.442500214,0
6,6,0.235778324,1
8,8,2.271881936,1
6,6,0.137143097,1
6,6,1.023492143,1
5,5,0.202323147,1
4,4,2.307747668,1
2,2,1.101057246,1
9,9,0.001363573,1
9,9,1.577540774,1
2,3,1.731832382,0
2,2,0.03442997,1
0,0,0.039797095,1
4,4,1.015000072,1
1,1,0.954573596,1
5,5,1.318321702,1
5,5,1.006418572,1
6,6,0.613208297,1
6,6,0.15812856,1
5,5,0.111478729,1
6,6,0.026027308,1
9,9,0.073537098,1
7,7,2.073390211,1
9,9,0.498936201,1
4,4,1.716596663,1
8,8,0.073234103,1
3,3,0.313490758,1
1,1,0.020512041,1
9,9,0.045969331,1
8,8,0.63029228,1
1,1,0.012905965,1
9,9,0.002243605,1
0,0,1.085911271,1
3,3,0.989746984,1
0,0,1.326257292,1
4,4,0.650693862,1
7,7,2.229645987,1
7,7,0.102077677,1
2,2,0.019269312,1
6,6,0.057332348,1
5,5,0.042068061,1
6,6,0.123118224,1
9,9,0.303925259,1
7,7,0.784442213,1
7,7,1.744237458,1
5,5,0.835754275,1
7,7,1.123041891,1
0,0,0.243065237,1
8,8,0.017132502,1
6,6,0.093364761,1
5,7,1.343602818,0
8,8,0.089362091,1
3,3,0.416815746,1
1,8,1.247575973,0
9,9,0.016191014,1
3,3,1.22183658,1
2,2,0.456518069,1
9,9,0.184918622,1
2,2,0.98749779,1
7,7,2.558635853,1
4,4,1.696818853,1
9,1,1.192880874,0
9,9,0.052861017,1
7,7,1.154068453,1
0,0,1.09574651,1
0,8,1.144192735,0
1,1,0.000767271,1
6,2,0.661352883,0
0,0,0.132093122,1
6,6,1.259685826,1
5,5,0.010272581,1
1,1,0.016957324,1
4,4,0.305770697,1
2,2,0.445510759,1
8,8,0.006578046,1
2,2,1.190013994,1
8,8,0.000334986,1
3,3,0.063904854,1
3,3,1.134724171,1
1,1,0.000885279,1
4,4,1.386464544,1
9,9,0.000211948,1
8,8,0.26716579,1
1,1,0.000238875,1
1,1,0.00034852,1
3,7,1.947875111,0
9,9,1.76977771,1
9,9,0.020769678,1
4,4,1.785282077,1
6,6,0.441084399,1
8,8,1.408986235,1
5,5,0.014674167,1
3,3,0.875533903,1
2,2,1.85913922,1
2,2,0.189500766,1
3,3,1.884097963,1
8,8,0.26489708,1
5,5,0.952500372,1
1,1,1.03903667,1
9,9,0.023415274,1
7,7,0.731235548,1
9,9,0.004290243,1
1,1,9.66E-05,1
3,5,1.366084958,0
3,3,0.458469147,1
1,1,0.017841747,1
0,0,0.066723896,1
3,3,1.247351496,1
8,8,0.028575712,1
9,9,0.916410409,1
2,2,0.884407299,1
0,0,0.26452977,1
9,8,2.17382096,0
8,0,0.370613896,0
0,7,0.72695234,0
9,9,0.811644428,1
4,4,0.208443851,1
0,8,1.179814868,0
3,3,0.71298628,1
0,0,1.772821413,1
7,7,0.513940372,1
0,0,0.177523789,1
7,7,1.399136825,1
0,0,0.774291217,1
5,5,0.406694803,1
5,5,1.160961569,1
4,4,0.82829747,1
3,3,0.815218049,1
0,0,0.211254276,1
9,9,0.157657482,1
7,9,2.630893318,0
0,0,1.876318434,1
3,2,2.216844037,0
2,2,1.539882036,1
0,0,0.13408,1
8,8,0.002155486,1
6,4,1.924997816,0
4,4,0.467105049,1
5,5,0.460110876,1
2,2,0.073936768,1
0,2,1.789101903,0
1,1,0.140090853,1
1,1,2.09729105,1
5,5,1.266164663,1
6,5,1.107699998,0
4,4,1.243346922,1
3,3,0.305687701,1
2,4,1.729159113,0
0,0,0.166259368,1
8,8,0.050005847,1
4,4,1.336621141,1
8,8,0.433131943,1
5,2,0.607458998,0
5,5,2.309038104,1
6,6,0.416194965,1
5,5,0.716444189,1
1,1,7.17E-07,1
7,7,0.077457503,1
2,2,0.639572317,1
4,4,0.272220617,1
0,0,1.140923108,1
5,5,0.499351988,1
6,6,0.01335713,1
8,8,0.135080623,1
7,7,0.083910952,1
6,6,0.052597633,1
3,3,1.151551422,1
1,1,0.476760644,1
7,3,2.489567029,0
3,6,1.401765545,0
6,6,0.002970849,1
6,4,1.913167963,0
7,5,1.23317571,0
5,5,0.332834588,1
3,5,1.438077096,0
1,1,0.000366475,1
8,8,1.391051572,1
7,7,0.461979948,1
3,3,0.75729659,1
0,0,0.650321466,1
6,2,0.630411311,0
4,5,0.960817798,0
1,1,0.000668166,1
1,1,0.001442185,1
1,1,0.007618081,1
6,6,0.299457275,1
2,7,2.624317591,0
6,2,0.390002162,0
1,1,0.008295442,1
2,2,0.511974401,1
6,3,1.354975853,0
9,9,0.680769659,1
8,8,0.249746711,1
3,3,1.005358216,1
1,1,8.22E-05,1
7,7,0.019527685,1
6,4,1.415113089,0
8,8,0.062862846,1
6,4,2.752545777,0
7,7,0.684104702,1
5,5,0.123946745,1
8,8,0.006873739,1
6,6,1.490778633,1
0,0,0.023560438,1
3,3,1.414252352,1
0,0,0.244725744,1
8,8,1.815203362,1
2,3,0.796316998,0
3,4,0.668622301,0
4,4,1.916244836,1
9,9,0.072113952,1
6,4,0.24999253,0
6,6,0.001576424,1
1,1,6.53E-06,1
7,5,2.840377993,0
7,7,0.360722487,1
8,7,1.514432819,0
9,9,0.000179264,1
2,0,1.084468146,0
1,1,0.057398469,1
3,3,0.6897959,1
1,1,0.00039247,1
3,3,1.474827548,1
2,2,1.162574254,1
3,4,1.809420257,0
0,0,1.477980502,1
7,7,2.295925113,1
1,8,0.648963424,0
3,3,0.444743995,1
1,1,6.98E-06,1
3,6,1.712344749,0
2,2,1.069937814,1
1,1,1.37E-05,1
8,8,0.006780331,1
1,8,1.225416051,0
1,1,1.43E-05,1
9,9,0.000375713,1
3,7,1.548462911,0
3,5,0.438139473,0
3,3,2.082601538,1
2,2,1.482689596,1
9,9,0.071364313,1
0,0,0.049476378,1
6,6,0.309354288,1
8,8,0.001557272,1
4,4,0.766680475,1
1,1,0.215595014,1
2,5,2.03576289,0
7,7,0.010426915,1
2,2,1.14236025,1
6,4,1.889812427,0
7,7,0.036440428,1
2,0,1.825524103,0
4,4,0.158894869,1
9,9,0.001132899,1
2,0,0.932538417,0
7,7,0.000934763,1
0,0,0.13910784,1
2,6,0.815026533,0
7,7,0.305352198,1
1,1,0.003806454,1
8,8,0.522685396,1
3,5,0.889713141,0
3,8,2.362875001,0
8,8,0.411599464,1
3,7,1.946537691,0
0,0,0.714616256,1
0,0,0.039326798,1
6,3,1.394648414,0
0,2,2.089673368,0
2,5,1.965681317,0
7,7,0.166323034,1
0,0,0.198402532,1
6,6,0.017737876,1
4,4,1.686147599,1
7,4,2.160303446,0
9,9,0.018832362,1
1,1,0.005437384,1
8,8,0.024061802,1
6,6,0.003590567,1
6,3,1.362636967,0
9,9,0.004286513,1
6,4,0.914076067,0
9,9,0.001834736,1
3,3,0.652599918,1
3,3,0.578704224,1
7,7,0.686348059,1
5,5,0.063094922,1
9,9,0.238064524,1
7,7,0.076400913,1
7,7,1.218285949,1
4,4,0.389321178,1
5,5,2.163966277,1
8,8,0.006157607,1
9,2,1.364928621,0
8,8,0.556869266,1
9,9,0.020014886,1
5,5,0.660199599,1
3,3,0.818731943,1
1,1,0.003681013,1
9,9,0.311355353,1
2,2,2.341154522,1
2,2,0.537625001,1
0,0,0.161561097,1
1,1,0.028133627,1
1,1,0.860984568,1
8,8,1.399683846,1
1,1,4.92E-07,1
1,1,2.44E-05,1
0,9,1.446565625,0
8,8,0.00115969,1
9,9,0.033793221,1
9,9,9.41E-05,1
8,0,0.720535206,0
2,2,0.2663914,1
6,6,1.120655356,1
9,9,0.000218707,1
1,1,6.10E-05,1
9,9,0.533643461,1
0,0,1.175436428,1
1,1,0.306713885,1
9,9,0.983626752,1
3,2,2.16035608,0
9,9,1.916791007,1
9,9,1.206576485,1
9,9,0.84748335,1
0,0,1.16646255,1
9,9,0.04812884,1
9,9,0.905363557,1
2,2,2.029198706,1
1,1,0.020726046,1
7,7,0.003614834,1
2,0,0.412424081,0
5,5,0.764837623,1
6,6,0.73475371,1
6,3,0.460393759,0
9,9,0.931054226,1
8,8,1.245196256,1
3,3,1.469605828,1
0,0,1.01359114,1
6,2,0.245453635,0
4,7,2.711744756,0
7,7,0.031709229,1
3,4,1.651140641,0
8,8,0.023832417,1
3,3,0.874539425,1
0,0,1.175350917,1
3,5,2.792192695,0
2,2,0.58847464,1
3,3,1.11153697,1
5,5,1.42582404,1
7,7,0.177337613,1
6,6,0.096658088,1
6,6,0.001440279,1
6,6,0.031576759,1
5,5,0.167070115,1
6,6,1.861987544,1
3,5,0.47522621,0
4,4,0.227217939,1
3,5,1.629773836,0
8,8,0.046061162,1
8,8,1.016922969,1
0,0,0.840794719,1
9,9,0.796216872,1
3,7,1.761975575,0
9,9,0.054393127,1
9,0,1.606787209,0
6,6,1.006098842,1
9,9,0.00034949,1
6,6,1.766776195,1
1,1,0.000334522,1
7,4,1.56443236,0
7,7,0.003965693,1
3,9,2.076143984,0
1,0,0.773311766,0
3,3,1.709976698,1
5,5,1.211263702,1
7,4,0.220420578,0
7,7,0.06932057,1
6,6,0.017409645,1
9,9,0.043609047,1
8,8,0.602296276,1
2,2,1.383313166,1
3,3,0.494024041,1
9,9,0.196310326,1
3,3,1.244425642,1
3,3,0.658303111,1
7,7,1.172765008,1
8,8,0.001391442,1
3,3,0.215279927,1
5,5,1.555001202,1
3,5,1.142354703,0
9,9,1.1091131,1
6,6,0.307412416,1
1,1,9.55E-05,1
1,4,2.780227858,0
7,7,0.405603495,1
3,4,2.121720486,0
8,8,0.25816119,1
7,7,0.017546537,1
7,7,0.04814601,1
1,1,0.972953611,1
3,3,0.571705662,1
0,0,1.005845794,1
3,3,0.305370671,1
6,2,1.806580331,0
3,5,1.201045896,0
4,4,1.116609331,1
1,9,0.62868678,0
3,3,2.321878438,1
5,5,0.950501355,1
4,4,0.721735449,1
5,7,2.305981086,0
3,0,1.108379413,0
3,3,1.113007347,1
7,7,0.11920025,1
0,0,0.052613368,1
2,2,2.211504081,1
1,1,0.051767909,1
2,5,1.622547947,0
8,8,0.663612871,1
7,7,0.548957822,1
3,3,0.533253287,1
5,5,0.173451427,1
7,7,0.086835265,1
8,8,0.021176746,1
5,5,1.562925938,1
7,7,0.05744387,1
8,8,0.19196487,1
1,1,0.33558065,1
3,5,1.669673538,0
4,4,0.762448062,1
7,7,0.02428375,1
2,0,1.815183933,0
8,8,0.265074864,1
3,3,1.008897041,1
2,2,0.673721086,1
9,9,0.004377338,1
2,7,2.198769986,0
3,4,1.798033407,0
1,1,0.715148052,1
6,6,0.001437892,1
5,5,0.173247535,1
9,9,0.374163156,1
8,8,0.002948695,1
5,5,0.984356732,1
5,5,0.195902496,1
4,4,0.64460113,1
1,1,0.000268715,1
0,0,0.003600346,1
9,9,0.031539086,1
4,4,1.160472896,1
6,4,1.989194317,0
3,3,1.559521492,1
0,0,1.781693342,1
4,4,1.455674716,1
0,8,2.390398392,0
0,0,0.27732525,1
8,8,1.249598716,1
2,2,0.037864194,1
9,9,0.000732439,1
7,5,2.165597621,0
9,9,0.094391987,1
7,7,0.653430905,1
4,4,1.453662763,1
6,6,1.553038848,1
7,7,1.852341619,1
9,9,2.590423468,1
2,2,0.164557945,1
9,9,0.763181578,1
3,3,1.185635859,1
7,7,0.01692219,1
7,7,0.003327488,1
2,8,2.237250386,0
0,2,1.549260101,0
3,2,2.75488922,0
2,0,1.599716982,0
2,2,0.257856074,1
5,5,0.388299636,1
6,3,0.502593827,0
6,6,2.231857359,1
4,4,0.347490859,1
2,7,2.422541989,0
2,2,0.433085024,1
3,3,1.695334071,1
7,7,0.451834478,1
8,8,0.020913724,1
7,7,1.446692917,1
2,2,0.047018548,1
2,5,1.336651126,0
1,0,1.280868826,0
9,0,1.466426625,0
7,7,0.592660683,1
0,0,0.143776979,1
9,9,1.152420231,1
6,6,0.064048055,1
1,1,0.000250833,1
8,0,1.431963648,0
2,3,2.159761155,0
1,9,0.985776923,0
7,7,0.01084605,1
2,4,2.287134976,0
9,9,0.079097239,1
1,1,2.74E-05,1
2,6,0.445557535,0
8,8,0.01797539,1
1,1,0.010089759,1
2,2,0.524777834,1
3,3,0.698542312,1
3,3,2.606023183,1
6,5,1.629779744,0
4,4,1.574985198,1
8,8,0.866103673,1
1,9,1.051214449,0
3,7,1.326498736,0
3,4,2.349811753,0
7,4,1.482013647,0
1,1,0.007884326,1
6,2,1.309223705,0
4,4,2.061580387,1
9,9,0.010396149,1
8,8,0.516009583,1
7,7,0.106864781,1
9,9,0.001059583,1
3,5,0.254318283,0
1,1,0.000353903,1
2,2,1.461683306,1
1,1,0.000124082,1
0,6,2.047468597,0
6,6,0.049616278,1
6,4,1.577010546,0
5,5,0.354559509,1
7,7,0.021661602,1
4,4,0.168775638,1
3,5,0.916338225,0
8,8,0.008965844,1
5,5,0.823686387,1
2,2,1.388181659,1
8,8,0.003076534,1
7,7,1.598343338,1
8,8,0.063116046,1
2,2,0.408536045,1
6,3,1.319528286,0
6,6,0.302652197,1
1,1,0.000217721,1
5,3,0.664973036,0
0,3,2.761830563,0
1,1,0.000873434,1
5,5,1.580040281,1
1,1,1.33E-05,1
9,9,2.59E-05,1
2,0,0.82317127,0
9,9,0.907368975,1
2,2,0.360358525,1
0,0,1.341649117,1
2,6,2.663286605,0
2,2,0.860963757,1
6,4,0.283277107,0
8,8,0.008524412,1
5,5,1.062853113,1
7,7,1.474883086,1
6,6,0.051641578,1
1,1,7.50E-05,1
6,2,0.811528356,0
9,9,8.35E-05,1
4,4,0.451277656,1
3,5,1.459950574,0
2,0,1.622738346,0
8,3,1.673946383,0
3,3,2.267713542,1
6,7,2.988150874,0
0,7,2.8434306,0
7,7,0.303177903,1
1,1,0.213923465,1
4,4,1.811662528,1
3,5,1.100890154,0
0,0,0.297475387,1
5,2,2.167385518,0
8,8,0.035740806,1
5,5,0.049161138,1
0,0,0.750052381,1
0,0,0.484948925,1
6,6,0.846015478,1
3,2,1.547807162,0
2,0,0.75668011,0
1,8,1.020304232,0
4,4,0.489335674,1
5,5,0.37941336,1
4,4,1.868826758,1
5,5,0.284683084,1
6,6,0.091579314,1
6,4,2.577872847,0
7,7,0.00722191,1
9,9,0.001549124,1
7,4,1.681066697,0
3,2,0.954664712,0
0,0,0.374252753,1
6,6,0.298217388,1
2,4,1.125086606,0
2,0,0.341769672,0
0,0,0.006456183,1
6,6,2.215221959,1
4,4,1.273551312,1
6,6,0.485206693,1
1,1,4.04E-06,1
1,9,0.994463814,0
5,5,1.255172428,1
5,5,1.411708239,1
2,2,0.355597226,1
2,2,0.063823781,1
6,6,0.538979133,1
3,3,0.853812222,1
4,4,0.975183459,1
5,5,1.203778815,1
0,9,0.734830655,0
1,1,0.000429991,1
3,7,1.231940855,0
2,2,0.981256628,1
3,3,1.393360406,1
1,9,0.05639852,0
6,6,0.362046513,1
5,5,0.46910612,1
0,0,0.37089137,1
2,2,0.568197056,1
9,9,0.764403358,1
7,7,0.712786047,1
1,1,8.62E-05,1
7,7,1.189056654,1
2,2,0.008123281,1
2,2,2.034974829,1
0,0,0.828709062,1
8,8,1.838141175,1
6,6,1.086728489,1
6,4,1.06870751,0
3,3,0.85280894,1
2,2,0.430263233,1
5,7,1.578489394,0
7,7,0.136848685,1
0,0,0.276308187,1
4,4,0.581686743,1
